book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
XD-ZzgEACAAJ,dance,Bird Arsonist,No Subtitle,"Tom Prime, Gary Barwin","Written with four hands, by Tom Prime and the Giller Prize and Governor General's Award shortlisted Gary Barwin, Bird Arsonist is avant-garde, tragicomic poetry at its most arresting. They say the language of birds is the closest to that of the divine. They also say poetry is the unacknowledged legislator of the world. In Bird Arsonist, Tom Prime and Gary Barwin -- like all good avant-gardists -- flip these commonplaces on their heads, showing that poetry sets alight any transparent, easy, lawful language, or is precisely what language spits out as it turns to ash. Compressed to the point of implosion, the poems that make up this volume are contorted descendants of Dadaism, Surrealism, and every other -ism. Prime and Barwin confront poetry's contemporary preference for confession and today's digitization of reality not only by -- as they are two -- using a doubled ""I,"" but also by letting language elide the human-all-too-human hand of authorship tout court. The author of Bird Arsonist is language itself, sonorous and fragmentary. Prime and Barwin have merely done the job of giving it the room to speak, of keeping it infected, of making visible the outline of its splinters and its cuts. Shake gently!","[{'type': 'ISBN_10', 'identifier': '1554201853'}, {'type': 'ISBN_13', 'identifier': '9781554201853'}]",False,False,0,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=XD-ZzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=XD-ZzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2022,Unknown Publisher
fvWQEAAAQBAJ,dance,Official Strictly Come Dancing Annual 2020,No Subtitle,Alison Maloney,"Dah dah dah dah dah dah dah, dah dah dah dah dah ... Go behind the sequins on the new series of Strictly ... Strictly Come Dancing sashays onto our screens again with a fantastic new cast of stars ready to brave the dance floor. Swot up on your dance expertise and discover how the Strictly magic is created. With exclusive interviews with the pro dancers, their celebrity partners and the fabulous judges, this is your perfect partner for this year’s Strictly extravaganza.","[{'type': 'ISBN_13', 'identifier': '9781785944703'}, {'type': 'ISBN_10', 'identifier': '1785944703'}]",True,False,0,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=fvWQEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=fvWQEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2019,National Geographic Books
XN7UCwAAQBAJ,dance,The Bone Collection,Four Novellas,Kathy Reichs,"A collection of pulse-pounding tales featuring forensic anthropologist Temperance Brennan—including the untold story of her first case! This ebook edition contains a special preview of Kathy Reichs’s upcoming novel Two Nights. The #1 New York Times bestselling author behind the hit Fox series Bones, Kathy Reichs is renowned for chilling suspense and fascinating forensic detail. The Bone Collection presents her trademark artistry in this collection of thrilling short fiction. In First Bones, a prequel to Reichs’s first novel, Déjà Dead, she at last reveals the tale of how Tempe became a forensic anthropologist. In this never-before-published story, Tempe recalls the case that lured her from a promising career in academia into the grim but addictive world of criminal investigation. (It all began with a visit from a pair of detectives—and a John Doe recovered from an arson scene in a trailer.) The collection is rounded out with three more stories that take Tempe from the low country of the Florida Everglades, where she makes a grisly discovery in the stomach of an eighteen-foot Burmese python, to the heights of Mount Everest, where a frozen corpse is unearthed. No matter where she goes, Tempe’s cases make for the most gripping reading. Praise for Kathy Reichs and the Temperance Brennan series “Nobody does forensics thrillers like Kathy Reichs. She’s the real deal.”—David Baldacci “Kathy Reichs writes smart—no, make that brilliant—mysteries that are as realistic as nonfiction and as fast-paced as the best thrillers about Jack Reacher or Alex Cross.”—James Patterson “Every minute in the morgue with Tempe is golden.”—The New York Times Book Review","[{'type': 'ISBN_13', 'identifier': '9780399593239'}, {'type': 'ISBN_10', 'identifier': '0399593233'}]",True,False,310,Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=XN7UCwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=XN7UCwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2016,Bantam
8s0vswEACAAJ,dance,Dancing with Helen Moller,Her Own Statement of Her Philosophy and Practice and Teaching,Curtis Dunham,No Description,"[{'type': 'ISBN_10', 'identifier': '0649170555'}, {'type': 'ISBN_13', 'identifier': '9780649170555'}]",False,False,194,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=8s0vswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=8s0vswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2017,Unknown Publisher
1RB4mgEACAAJ,dance,An Aussie Year,Twelve months in the life of Australian kids,Tania McCartney,"Meet Ned, Lily, Zoe, Kirra and Matilda -- Australian children representing a multicultural blend of culture and race that typifies our beautiful country. They are taking you through a year in the life of Australian kids, from celebrations to traditions to events, to our everyday way of life. They are Australia. 'An Aussie Year' is a picture book bursting with national pride. It is a snapshot of who we are as a nation, and covers our modern day culture, lifestyle and traditions. Its pages feature trailing, meandering text, dates and gorgeous illustrations showing our five Aussie children at play, at school, at home, and enjoying their parts of Australia -- from the tropical north out to our rugged west and beautiful Tassie. ""This is a perfect book for young children, they will become fascinated with the colourful characters and their adventures."" - Get Ahead Kids September Review","[{'type': 'ISBN_10', 'identifier': '1921966246'}, {'type': 'ISBN_13', 'identifier': '9781921966248'}]",False,False,32,Juvenile Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=1RB4mgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=1RB4mgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2015,EK Books
VhD8zQEACAAJ,dance,Sticker Dolly Dressing: Dancers,No Subtitle,Fiona Watt,"From street dance to samba, ballroom to ballet, dress the dolls for a variety of dances in this lively sticker book. Perfect for young dance lovers, there are over 300 stickers of clothes, costumes and accessories to get the dolls performance- ready.","[{'type': 'ISBN_10', 'identifier': '1474990819'}, {'type': 'ISBN_13', 'identifier': '9781474990813'}]",False,False,0,Juvenile Nonfiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=VhD8zQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=VhD8zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2021,Unknown Publisher
gag1tQEACAAJ,dance,What Remains,No Subtitle,Garrett Leigh,"WINNER: Bisexual Book Awards 2016 -- Best Romance Web designer Jodi Peters is a solitary creature. Lunch twice a week with his ex-girlfriend-turned-BFF and the occasional messy venture to a dodgy gay bar is all the company he needs, right? Then one night he stumbles across newly divorced firefighter Rupert O'Neil. Rupert is lost and lonely, but just about the sweetest bloke Jodi has ever known. Add in the heady current between them, and Jodi can't help falling hard in love. He offers Rupert a home within the walls of his cosy Tottenham flat-a sanctuary to nurture their own brand of family-and for four blissful years, life is never sweeter. Until a cruel twist of fate snatches it all away. A moment of distraction leaves Jodi fighting for a life he can't remember and shatters Rupert's heart. Jodi doesn't know him-or want to. With little left of the man he adores, Rupert must cling to what remains of his shaky faith and pray that Jodi can learn to love him again.","[{'type': 'ISBN_10', 'identifier': '1986730409'}, {'type': 'ISBN_13', 'identifier': '9781986730402'}]",False,False,292,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=gag1tQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=gag1tQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2018,Createspace Independent Publishing Platform
mFVtzQEACAAJ,dance,A Mouseford Musical,No Subtitle,Thea Stilton,"There's going to be a musical at Mouseford, and the Students can't stop squeaking about it! Everyone wants a role, but the auditions won't be easy. Plus, sneaky Ruby Flashyfur has some tricks up her sleeve.","[{'type': 'ISBN_10', 'identifier': '1536451096'}, {'type': 'ISBN_13', 'identifier': '9781536451092'}]",False,False,128,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=mFVtzQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=mFVtzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2018,Unknown Publisher
vVfBoQEACAAJ,dance,John Durang,Man of the American Stage,Lynn Matluck Brooks,"In the memoirs of no other contemporary theater personality (i.e., William Dunlap, Edward Cape Everard, James Fennell, William Wood), has a figure quite like John Durang emerged. His eagerness in grasping opportunities, expanding his skills, shaping his career, and establishing a home are unique, not only in themselves, but also in his articulation of these enterprises. Looking at his life through the lens of American national development illuminates the role of the theater in this critical and ongoing process, while also revealing the forms and repertory that shaped this theater. Remarkably few significant biographies are available of American dance and theatrical figures whose lives preceded the twentieth century. A small handful of memoirs by actors of the period fill in a small part of this gap, but memoirs-like John Durang's-need context and connections to be fully appreciated. The role of dance and theater in shaping the young United States is highlighted in this biography.John Durang: Man of the American Stage by Professor Lynn Matluck Brooks serves both general and theater-educated readerships. Interested groups include readers of American studies, dance, and theater.","[{'type': 'ISBN_10', 'identifier': '1624993311'}, {'type': 'ISBN_13', 'identifier': '9781624993312'}]",False,False,413,BIOGRAPHY & AUTOBIOGRAPHY,en,Unknown,0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2014,Unknown Publisher
K5av0AEACAAJ,dance,Funeral Nights,No Subtitle,Unknown Author,No Description,"[{'type': 'ISBN_10', 'identifier': '9395073322'}, {'type': 'ISBN_13', 'identifier': '9789395073325'}]",False,False,0,Uncategorized,en,Unknown,0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2022,Context
ufpHyQEACAAJ,dance,Europe 1450 to 1789: Absolutism to Coligny. 2. Cologne to fur trade. 3. Gabrieli to Lyon. 4. Macau to Pope. 5. Popular culture to Switzerland. 6. Tasso to Zwingli; index,No Subtitle,Jonathan Dewald,No Description,"[{'type': 'ISBN_10', 'identifier': '068431200X'}, {'type': 'ISBN_13', 'identifier': '9780684312002'}]",False,False,0,Uncategorized,en,Unknown,0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2004,Unknown Publisher
uKdDzAEACAAJ,dance,The Futures of Dance Studies,No Subtitle,"Susan Manning, Janice Ross, Rebecca Schneider","Futures of Dance Studies is an outrageously arrogant title. Yet this anthology of essays by 28 early-career scholars demonstrates the vitality and dynamism of dance studies, a field that for several decades seemed always emergent and finally has arrived. The authors are dancers, historians, ethnographers, theorists, and activists. Their topics range broadly across time and space, and their methods are equally capacious. Their writing is rigorous yet passionate, and together they articulate why dance matters to inquiries across the arts and humanities.","[{'type': 'ISBN_10', 'identifier': '0299322432'}, {'type': 'ISBN_13', 'identifier': '9780299322434'}]",False,False,0,Dance,en,Unknown,0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2020,Unknown Publisher
JTYt0AEACAAJ,dance,The Oxford Companion to Music,"Self-indexed and with a Pronouncing Glossary and Over 1,100 Portraits and Pictures. 9th Ed., Completely Rev.and Reset and with Many Additions to Text and Illus",Percy Alfred Scholes,No Description,"[{'type': 'OTHER', 'identifier': 'OCLC:757364848'}]",False,False,0,Uncategorized,en,Unknown,0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1955,Unknown Publisher
2U8yAQAAMAAJ,dance,The Cosmopolitan,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105010377880'}]",False,True,714,American literature,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=2U8yAQAAMAAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=2U8yAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FREE,True,0.0,USD,0.0,USD,https://play.google.com/store/books/details?id=2U8yAQAAMAAJ&rdid=book-2U8yAQAAMAAJ&rdot=1&source=gbs_api,1900,Unknown Publisher
yV0EAAAAMBAJ,dance,Los Angeles Magazine,No Subtitle,Unknown Author,"Los Angeles magazine is a regional magazine of national stature. Our combination of award-winning feature writing, investigative reporting, service journalism, and design covers the people, lifestyle, culture, entertainment, fashion, art and architecture, and news that define Southern California. Started in the spring of 1961, Los Angeles magazine has been addressing the needs and interests of our region for 48 years. The magazine continues to be the definitive resource for an affluent population that is intensely interested in a lifestyle that is uniquely Southern Californian.",Unknown,False,True,164,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=yV0EAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=yV0EAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2003,Unknown Publisher
lkkvcumYMtcC,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,194,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=lkkvcumYMtcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=lkkvcumYMtcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",2,5.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2008,Unknown Publisher
S9sZ2vdy8ZAC,dance,SPIN,No Subtitle,Unknown Author,"From the concert stage to the dressing room, from the recording studio to the digital realm, SPIN surveys the modern musical landscape and the culture around it with authoritative reporting, provocative interviews, and a discerning critical ear. With dynamic photography, bold graphic design, and informed irreverence, the pages of SPIN pulsate with the energy of today's most innovative sounds. Whether covering what's new or what's next, SPIN is your monthly VIP pass to all that rocks.",Unknown,False,True,84,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=S9sZ2vdy8ZAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=S9sZ2vdy8ZAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2011,Unknown Publisher
AqvwxyAS9HUC,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,96,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=AqvwxyAS9HUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=AqvwxyAS9HUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1990,Unknown Publisher
MR0DAAAAMBAJ,dance,Indianapolis Monthly,No Subtitle,Unknown Author,"Indianapolis Monthly is the Circle City’s essential chronicle and guide, an indispensable authority on what’s new and what’s news. Through coverage of politics, crime, dining, style, business, sports, and arts and entertainment, each issue offers compelling narrative stories and lively, urbane coverage of Indy’s cultural landscape.",Unknown,False,True,244,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=MR0DAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=MR0DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1999,Unknown Publisher
dCoEAAAAMBAJ,dance,The Crisis,No Subtitle,Unknown Author,"The Crisis, founded by W.E.B. Du Bois as the official publication of the NAACP, is a journal of civil rights, history, politics, and culture and seeks to educate and challenge its readers about issues that continue to plague African Americans and other communities of color. For nearly 100 years, The Crisis has been the magazine of opinion and thought leaders, decision makers, peacemakers and justice seekers. It has chronicled, informed, educated, entertained and, in many instances, set the economic, political and social agenda for our nation and its multi-ethnic citizens.",Unknown,False,True,64,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=dCoEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=dCoEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1986,Unknown Publisher
JtQDAAAAMBAJ,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,128,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=JtQDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=JtQDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1992,Unknown Publisher
N0EEAAAAMBAJ,dance,LIFE,No Subtitle,Unknown Author,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",Unknown,False,True,96,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=N0EEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=N0EEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",5,3.5,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1936,Unknown Publisher
ZusDAAAAMBAJ,dance,Yoga Journal,No Subtitle,Unknown Author,"For more than 30 years, Yoga Journal has been helping readers achieve the balance and well-being they seek in their everyday lives. With every issue,Yoga Journal strives to inform and empower readers to make lifestyle choices that are healthy for their bodies and minds. We are dedicated to providing in-depth, thoughtful editorial on topics such as yoga, food, nutrition, fitness, wellness, travel, and fashion and beauty.",Unknown,False,True,56,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=ZusDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ZusDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1979,Unknown Publisher
xLAZTBzJtMEC,dance,The Crisis,No Subtitle,Unknown Author,"The Crisis, founded by W.E.B. Du Bois as the official publication of the NAACP, is a journal of civil rights, history, politics, and culture and seeks to educate and challenge its readers about issues that continue to plague African Americans and other communities of color. For nearly 100 years, The Crisis has been the magazine of opinion and thought leaders, decision makers, peacemakers and justice seekers. It has chronicled, informed, educated, entertained and, in many instances, set the economic, political and social agenda for our nation and its multi-ethnic citizens.",Unknown,False,True,16,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=xLAZTBzJtMEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=xLAZTBzJtMEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1970,Unknown Publisher
h7sBAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,112,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=h7sBAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=h7sBAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1983,Unknown Publisher
dyIAAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,198,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=dyIAAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=dyIAAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1993,Unknown Publisher
ygXnnzAlaNQC,dance,SPIN,No Subtitle,Unknown Author,"From the concert stage to the dressing room, from the recording studio to the digital realm, SPIN surveys the modern musical landscape and the culture around it with authoritative reporting, provocative interviews, and a discerning critical ear. With dynamic photography, bold graphic design, and informed irreverence, the pages of SPIN pulsate with the energy of today's most innovative sounds. Whether covering what's new or what's next, SPIN is your monthly VIP pass to all that rocks.",Unknown,False,True,192,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=ygXnnzAlaNQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ygXnnzAlaNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1999,Unknown Publisher
0kwEAAAAMBAJ,dance,LIFE,No Subtitle,Unknown Author,"LIFE Magazine is the treasured photographic magazine that chronicled the 20th Century. It now lives on at LIFE.com, the largest, most amazing collection of professional photography on the internet. Users can browse, search and view photos of today’s people and events. They have free access to share, print and post images for personal use.",Unknown,False,True,132,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=0kwEAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=0kwEAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1944,Unknown Publisher
0ucCAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,140,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=0ucCAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=0ucCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",1,5.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1982,Unknown Publisher
Sc0DAAAAMBAJ,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,160,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=Sc0DAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Sc0DAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1978,Unknown Publisher
q-MCAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,176,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=q-MCAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=q-MCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",1,5.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1987,Unknown Publisher
tegCAAAAMBAJ,dance,New York Magazine,No Subtitle,Unknown Author,"New York magazine was born in 1968 after a run as an insert of the New York Herald Tribune and quickly made a place for itself as the trusted resource for readers across the country. With award-winning writing and photography covering everything from politics and food to theater and fashion, the magazine's consistent mission has been to reflect back to its audience the energy and excitement of the city itself, while celebrating New York as both a place and an idea.",Unknown,False,True,136,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=tegCAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=tegCAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1997,Unknown Publisher
AcwDAAAAMBAJ,dance,Ebony,No Subtitle,Unknown Author,"EBONY is the flagship magazine of Johnson Publishing. Founded in 1945 by John H. Johnson, it still maintains the highest global circulation of any African American-focused magazine.",Unknown,False,True,160,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=AcwDAAAAMBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=AcwDAAAAMBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1988,Unknown Publisher
